t,x,y,z,yaw
0.0,0.09270509831248423,0.285316954888546,0.7,0
0.10101010101010101,0.055840295079489004,0.2947572924380932,0.7,0
0.20202020202020202,0.018077000595497557,0.2994548748133354,0.7,0
0.30303030303030304,-0.0199771595949911,0.29933411615536953,0.7,0
0.40404040404040403,-0.057709879809378195,0.2943969595162068,0.7,0
0.5050505050505051,-0.0945140264546078,0.2847228455943388,0.7,0
0.6060606060606061,-0.1297974070339524,0.2704674345041607,0.7,0
0.7070707070707071,-0.16299229874596585,0.2518601011464615,0.7,0
0.8080808080808081,-0.19356458335687884,0.22920024448040602,0.7,0
0.9090909090909091,-0.2210223413629215,0.20285247008220578,0.7,0
1.0101010101010102,-0.24492376715928285,0.17324072350491204,0.7,0
1.1111111111111112,-0.2648842778576781,0.1408414688357672,0.7,0
1.2121212121212122,-0.2805827013689839,0.10617602221068366,0.7,0
1.3131313131313131,-0.29176644418238074,0.0698021636424667,0.7,0
1.4141414141414141,-0.29825555568949635,0.0323051621316118,0.7,0
1.5151515151515151,-0.29994562365705774,-0.0057116415310039985,0.7,0
1.6161616161616161,-0.29680945425880934,-0.043636542743299006,0.7,0
1.7171717171717171,-0.28889750963435773,-0.08085931564802033,0.7,0
1.8181818181818181,-0.27633709593445505,-0.11678103189521741,0.7,0
1.9191919191919191,-0.259330314917378,-0.1508236976235947,0.7,0
2.0202020202020203,-0.23815081205598282,-0.1824395535981053,0.7,0
2.121212121212121,-0.21313937347961068,-0.2111198888610901,0.7,0
2.2222222222222223,-0.1846984425976974,-0.23640322608201664,0.7,0
2.323232323232323,-0.1532856446346662,-0.2578827469004757,0.7,0
2.4242424242424243,-0.11940642326875885,-0.2752128377858889,0.7,0
2.525252525252525,-0.08360590785404635,-0.2881146510885913,0.7,0
2.6262626262626263,-0.046460142085059684,-0.296380591802898,0.7,0
2.727272727272727,-0.008566815238108979,-0.29987765784845677,0.7,0
2.8282828282828283,0.029464354872910895,-0.2985495801235084,0.7,0
2.929292929292929,0.06702143248438615,-0.29241772789579784,0.7,0
3.0303030303030303,0.1035001101584912,-0.2815807649630567,0.7,0
