t,x,y,z,yaw
0.0,-0.24270509831248419,0.17633557568774197,0.7,0
0.10101010101010101,-0.26307524354829087,0.14419228908650922,0.7,0
0.20202020202020202,-0.2792124096362373,0.10972889457716238,0.7,0
0.30303030303030304,-0.29085694353320735,0.07349992107832916,0.7,0
0.40404040404040403,-0.29782148032980255,0.03608830633550207,0.7,0
0.5050505050505051,-0.29999395802187195,-0.0019039827655024397,0.7,0
0.6060606060606061,-0.2973394206301084,-0.039865636071076134,0.7,0
0.7070707070707071,-0.28990058065484053,-0.07718583636902743,0.7,0
0.8080808080808081,-0.27779713181591414,-0.11326408766617783,0.7,0
0.9090909090909091,-0.2612238231359331,-0.14751987739368116,0.7,0
1.0101010101010102,-0.24044732535558463,-0.17940201707156367,0.7,0
1.1111111111111112,-0.2158019401015953,-0.2083975111376992,0.7,0
1.2121212121212122,-0.18768422084841652,-0.23403981123843612,0.7,0
1.3131313131313131,-0.15654659222437378,-0.2559163231662561,0.7,0
1.4141414141414141,-0.12289007033003878,-0.27367504565502154,0.7,0
1.5151515151515151,-0.08725620120161974,-0.2870302342121165,0.7,0
1.6161616161616161,-0.05021834713251933,-0.2957669988542971,0.7,0
1.7171717171717171,-0.012372461059400229,-0.2997447617679642,0.7,0
1.8181818181818181,0.025672502543652012,-0.29889951925880737,0.7,0
1.9191919191919191,0.06330438597057286,-0.2932448715952058,0.7,0
2.0202020202020203,0.09991767812996405,-0.28287180417481855,0.7,0
2.121212121212121,0.13492325744521966,-0.2679472235354772,0.7,0
2.2222222222222223,0.1677578710412241,-0.24871127176651248,0.7,0
2.323232323232323,0.1978931976939604,-0.22547346253264283,0.7,0
2.4242424242424243,0.22484434871677605,-0.19860770088324572,0.7,0
2.525252525252525,0.2481776700008631,-0.1685462669801461,0.7,0
2.6262626262626263,0.267517719672202,-0.13577286054799445,0.7,0
2.727272727272727,0.28255330909185733,-0.10081481796462914,0.7,0
2.8282828282828283,0.2930425099976685,-0.06423462722135437,0.7,0
2.929292929292929,0.2988165472205501,-0.026620877280599548,0.7,0
3.0303030303030303,0.2997825143401421,0.011421212540816976,0.7,0
3.131313131313131,0.29592486858389155,0.04927953077705295,0.7,0
3.2323232323232323,0.28730568091608155,0.08634492291586524,0.7,0
3.3333333333333335,0.2740636372927802,0.12202099292274014,0.7,0
3.4343434343434343,0.2564118071528921,0.15573369947634352,0.7,0
3.5353535353535355,0.23463421505112572,0.18694059250826742,0.7,0
3.6363636363636362,0.20908127059658807,0.21513954142768899,0.7,0
3.7373737373737375,0.18016413023100084,0.23987681459054555,0.7,0
3.8383838383838382,0.1483480815676431,0.26075438001153484,0.7,0
3.9393939393939394,0.11414505673947686,0.27743630984775874,0.7,0
4.040404040404041,0.07810539521949371,0.28965418560346523,0.7,0
4.141414141414141,0.04080898865257949,0.29721141708412485,0.7,0
4.242424242424242,0.0028559501818731007,0.29998640560625184,0.7,0
4.343434343434343,-0.03514304159635147,0.2979345005657403,0.7,0
4.444444444444445,-0.07257656867990045,0.2910887178827989,0.7,0
4.545454545454545,-0.1088423116051923,0.27955920876343565,0.7,0
4.646464646464646,-0.1433567409928988,0.2635314873253193,0.7,0
4.747474747474747,-0.17556450675409518,0.2432634456061807,0.7,0
4.848484848484849,-0.20494737388108,0.21908120398438746,0.7,0
4.94949494949495,-0.2310325610426447,0.1913738637799756,0.7,0
5.05050505050505,-0.2534003478126714,0.16058724646875655,0.7,0
5.151515151515151,-0.2716908281289093,0.1272167202478803,0.7,0
5.252525252525253,-0.2856097013162404,0.09179922937611146,0.7,0
5.353535353535354,-0.29493300749471196,0.05490465453970347,0.7,0
5.454545454545454,-0.29951073117784066,0.0171266432588306,0.7,0
5.555555555555555,-0.2992692150779473,-0.020926942123237244,0.7,0
5.656565656565657,-0.2942123452794878,-0.058643805172783975,0.7,0
5.757575757575758,-0.2844214887104999,-0.09541706744447237,0.7,0
5.858585858585858,-0.2700541839182724,-0.13065503338270545,0.7,0
5.959595959595959,-0.2513416062151461,-0.16379071092461386,0.7,0
6.0606060606060606,-0.2285848479812012,-0.1942909346145906,0.7,0
6.161616161616162,-0.20215007397515045,-0.22166494443605914,0.7,0
6.262626262626262,-0.1724626296063024,-0.24547228232384885,0.7,0
6.363636363636363,-0.14000019696770247,-0.2653298792993441,0.7,0
6.4646464646464645,-0.1052851087524407,-0.28091821919374815,0.7,0
6.565656565656566,-0.0688759437250925,-0.29198647978284525,0.7,0
6.666666666666667,-0.031358538980295815,-0.298356568610482,0.7,0
6.767676767676767,0.006663436395398376,-0.29992598856285274,0.7,0
6.8686868686868685,0.04457819458511148,-0.2966694870854297,0.7,0
6.96969696969697,0.08177567293661916,-0.2886394625060182,0.7,0
7.070707070707071,0.11765735009880181,-0.2759651209260474,0.7,0
7.171717171717171,0.15164587645422847,-0.25885039724603254,0.7,0
7.2727272727272725,0.18319436389063135,-0.2375706737766826,0.7,0
7.373737373737374,0.21179518543534676,-0.2124683492344379,0.7,0
7.474747474747475,0.23698814316333494,-0.18394732941794686,0.7,0
7.575757575757575,0.2583678729540599,-0.15246652821257117,0.7,0
7.6767676767676765,0.275590366951936,-0.11853248349417667,0.7,0
7.777777777777778,0.28837850878149557,-0.08269120674510001,0.7,0
7.878787878787879,0.29652653245360877,-0.04551939752499936,0.7,0
7.979797979797979,0.2999033332172727,-0.007615164159063663,0.7,0
8.080808080808081,0.2984545770841341,0.030411600048840866,0.7,0
8.181818181818182,0.2922035750827001,0.06794903022772902,0.7,0
8.282828282828282,0.281250908175164,0.10439313507432114,0.7,0
